"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000126950",0.367772314122975,5.04941370821061,7.27005891052287,0.00738678394822214,"NO"
"ENSG00000126952",-0.379247784409654,-2.42572084400766,2.47539709522069,0.116639456284262,"NO"
"ENSG00000126953",0.00857369204530331,2.94848683689103,0.0283937952678485,0.866293983709103,"NO"
"ENSG00000126970",0.89454784769609,4.7643733480317,63.8428551790014,2.53610935774459e-14,"NO"
"ENSG00000127022",-0.216000498665158,9.84432423989171,11.8575783007557,0.000651587406048197,"NO"
"ENSG00000127054",0.130295078504647,6.39010484912644,3.32130410580513,0.06933118435032,"NO"
"ENSG00000127080",0.0125368862950821,2.18916896035916,0.0266081144933772,0.870528120147011,"NO"
"ENSG00000127081",0.314756419572208,3.01023729095422,17.6992629077481,3.37332138197848e-05,"NO"
"ENSG00000127083",-0.981290903814886,1.02863567579134,15.1170180456593,0.000123163238245398,"NO"
"ENSG00000127084",0.071421593619956,3.61958382290672,0.229295331509005,0.632377676722687,"NO"
"ENSG00000127124",-0.865232960799726,4.27615891645517,60.7065774677733,9.59526485978366e-14,"NO"
"ENSG00000127125",-1.14697992607765,4.24002864446607,129.091345792784,2.55659038668862e-25,"DOWN"
"ENSG00000127129",-2.96403142726181,-3.30564824133595,87.2603118073504,1.75638144378755e-18,"DOWN"
"ENSG00000127152",1.00083020762353,2.61248693229269,23.1351550118915,2.34045985256957e-06,"UP"
"ENSG00000127184",-0.162119385579743,7.35926190675549,4.01222908041099,0.0460239136805545,"NO"
"ENSG00000127191",-0.000291661270632218,3.97513590333139,1.76299291836396e-05,0.996652497043483,"NO"
"ENSG00000127220",-0.450440721792728,4.54070674667096,18.3799653091399,2.40547820010454e-05,"NO"
"ENSG00000127241",0.919815606994192,7.32006576682334,25.3488421928144,8.04981131487231e-07,"NO"
"ENSG00000127249",-0.0278065323507818,6.23112339890698,0.0253604626531458,0.873573810677402,"NO"
"ENSG00000127252",-0.421270775434357,2.53278997318814,3.77560318458608,0.0528922444575812,"NO"
"ENSG00000127311",-1.44018418888688,-0.285569401134442,67.7809243219955,4.84934979734474e-15,"DOWN"
"ENSG00000127314",-0.910342155406181,5.11774240749549,129.730683109116,2.03386712133418e-25,"NO"
"ENSG00000127324",0.726370013250026,0.442319269274885,8.12342889582946,0.00465645303420034,"NO"
"ENSG00000127325",0.931031138608326,5.32750553661372,16.0817671279895,7.57481518507487e-05,"NO"
